pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
82.23,-78.61,-90.0,bottom,Q98,,,SOT-416L,SOT-416L,smt
140.26,-74.61,0.0,bottom,Q99,,,SOT-416,SOT-416,smt
73.98,-46.67,0.0,top,R1,,,R_0402_1005Metric,R_0402_1005Metric,smt
82.62,-60.29,0.0,top,R10,,,R_0402_1005Metric,R_0402_1005Metric,smt
88.91,-117.5,0.0,top,R100,,,R_0402_1005Metric,R_0402_1005Metric,smt
93.04,-110.46,0.0,top,R101,,,R_0402_1005Metric,R_0402_1005Metric,smt
93.04,-111.45,0.0,top,R102,,,R_0402_1005Metric,R_0402_1005Metric,smt
104.0,-108.86,0.0,top,R103,,,R_0402_1005Metric,R_0402_1005Metric,smt
106.92,-107.54,0.0,top,R104,,,R_0402_1005Metric,R_0402_1005Metric,smt
106.92,-108.74,0.0,top,R105,,,R_0402_1005Metric,R_0402_1005Metric,smt
104.0,-110.11,0.0,top,R106,,,R_0402_1005Metric,R_0402_1005Metric,smt
106.92,-110.18,0.0,top,R107,,,R_0402_1005Metric,R_0402_1005Metric,smt
104.0,-111.56,0.0,top,R108,,,R_0402_1005Metric,R_0402_1005Metric,smt
106.92,-111.43,0.0,top,R109,,,R_0402_1005Metric,R_0402_1005Metric,smt
